danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms;key;mode;id;cluster
0.745;0.599;-11.531;0.0384;0.221;0.885;0.379;0.35;112.012;324693;10;0;1hHswNRFdwR5HZSBKdVEOs;27
0.358;0.137;-21.043;0.0387;0.984;0.838;0.096;0.0822;120.107;214258;6;1;3mKB8BUg6JIXlNChQXQQNR;51
0.72;0.358;-9.776;0.0351;0.495;0.0354;0.186;0.59;100.044;316627;0;0;1r9mGafUiSgumJoRqyLrSt;33
0.601;0.772;-4.137;0.031;0.181;0.0543;0.0928;0.294;99.445;283573;0;0;3a6PN6BRB8PP3ms48s7kU1;69
0.697;0.514;-8.627;0.0286;0.0302;0.532;0.212;0.44;136.071;393640;8;1;0KIPa0YuQ5QFmlAqRyXNd9;50
0.646;0.518;-11.09;0.0302;0.843;0.914;0.0879;0.199;110.012;273013;2;1;7eDNiX2DbNo7xhLlgjlGrh;53
0.601;0.551;-9.848;0.0253;0.286;0.92;0.131;0.266;104.012;345267;4;0;1bhRkHaQAVKNlH4arrrJQv;83
0.601;0.551;-9.848;0.0253;0.286;0.92;0.131;0.266;104.012;345267;4;0;1bhRkHaQAVKNlH4arrrJQv;83
0.625;0.475;-9.453;0.0278;0.0547;0.733;0.381;0.19;87.028;255093;8;0;6mtvSVPeC9cng01nIJYjNy;83
0.752;0.596;-8.054;0.053;0.0688;0.0204;0.0995;0.454;82.718;221267;5;1;5KfEDoRscFMOE0wUk0cM7M;71
0.752;0.596;-8.054;0.053;0.0688;0.0204;0.0995;0.454;82.718;221267;5;1;5KfEDoRscFMOE0wUk0cM7M;71
0.132;0.118;-20.135;0.0401;0.224;0.799;0.118;0.0326;144.483;240893;8;1;5xtdqvteihV5yzcXP2bQh7;3
0.542;0.16;-21.672;0.0365;0.946;0.928;0.263;0.198;126.921;247818;7;0;4WTmtPRtIpjzgwBbQsMYyo;52
0.499;0.92;-7.769;0.0421;0.00707;0.898;0.109;0.359;133.898;152751;10;1;5T1T87ldQEw7dif20Juzpy;67
0.717;0.51;-12.64;0.051;0.829;0.125;0.111;0.403;90.99;262013;0;1;2q0WFOsFc7Gd9cujpPmZMC;12
0.69;0.656;-10.46;0.0753;0.619;0.364;0.115;0.611;99.997;289573;7;1;12TyU7JblI0e8WhMTck8bF;84
0.665;0.393;-12.425;0.0265;0.437;0.796;0.116;0.223;92.027;403534;0;1;2ttOFglLynQA0J1B7RhlgX;83
0.755;0.553;-9.449;0.107;0.0492;0.00607;0.0646;0.836;119.7;266600;6;0;3AA8xNhDC0MpqwkGX3EP5V;58
0.418;0.854;-4.525;0.0379;0.0191;0.0291;0.311;0.265;72.775;182813;2;1;4QRi0g8sUGrMn8gR1uIwOl;80
0.497;0.459;-7.837;0.0296;0.324;0.0119;0.0511;0.123;116.927;276693;7;1;5r2PGWAJvLHdMXxjZJ1m1H;6
0.552;0.554;-8.703;0.027;0.0338;0.594;0.127;0.451;101.319;317400;6;1;2dYexYOVMItMNUvGXl4gtR;83
0.56;0.455;-11.221;0.0304;0.00575;0.757;0.219;0.44;168.081;381667;1;0;1Rezzt36ybaT2ZbDZpv83D;17
0.365;0.866;-7.968;0.0469;0.00783;0.000136;0.107;0.349;103.031;285587;5;0;5Aa0xNSGUNe80ZcT4TY13O;29
0.733;0.561;-10.686;0.0463;0.574;0.872;0.131;0.567;94.999;364453;0;0;7DBBuzCuZQaWNRix9ys6UB;84
0.667;0.501;-11.062;0.0398;0.0426;0.869;0.0755;0.624;159.969;309787;4;0;6xhLDHsj5MHIJUbaJLulum;17
0.349;0.35;-11.193;0.0259;0.513;0.0432;0.343;0.0477;82.911;231507;7;1;7rhc9e9gzWZOj9khLQE8mb;20
0.477;0.245;-13.862;0.0351;0.962;0.9;0.0992;0.103;62.01;212227;2;1;0Qm1CN3ZFzClfWkaA2CymZ;1
0.583;0.466;-7.593;0.0268;0.688;0.000874;0.111;0.233;119.033;359267;10;1;3yu4ztuQEtQ8ouTj8Op7C3;12
0.783;0.411;-19.591;0.087;0.0973;0.697;0.0599;0.85;100.897;386267;8;0;0oP2XkRvW12u8gCxpBfVVU;84
0.496;0.418;-8.327;0.0308;0.0828;0.0105;0.129;0.359;158.456;221693;9;1;5GOijxEW8K8l69SRLCctix;6
0.397;0.546;-9.845;0.0281;0.684;0.781;0.112;0.297;119.98;302227;1;0;7dvkAGglW9TS6VmQ6sufAX;53
0.545;0.956;-7.582;0.0442;0.00148;0.0;0.265;0.961;108.915;97000;5;0;5kEIkZbYncfHJKmC7ZJdsa;5
0.807;0.905;-5.454;0.0711;0.311;0.0863;0.0823;0.638;93.003;192667;6;0;57iYpv6RC4FVaZKdvAWnqa;16
0.436;0.76;-7.906;0.0374;0.362;0.955;0.13;0.504;75.012;219760;1;0;4m8ttWM8IKXyhpv89E867J;8
0.705;0.21;-14.007;0.0288;0.555;0.88;0.111;0.474;123.961;251200;5;0;2HuMQkNVpFIsur2cRWWQmX;38
0.499;0.41;-10.927;0.0287;0.826;0.901;0.0972;0.48;158.086;266813;4;0;4Kay0txJIyIz0c941Nurb1;38
0.651;0.363;-13.162;0.0471;0.0174;0.878;0.692;0.277;139.004;420573;2;0;5mf8jY9FsGCAuWwJMmKIzF;32
0.552;0.353;-11.821;0.0296;0.242;0.893;0.147;0.0381;94.655;379367;8;1;64EfSAF5nxhIfUw1GbPPCC;48
0.329;0.0141;-23.72;0.0398;0.921;0.919;0.104;0.0387;74.011;208562;0;1;1OJxI8lIWRqBvouJxW1nzN;82
0.642;0.01;-25.164;0.0446;0.992;0.945;0.103;0.197;87.971;215500;2;1;4NsPgRYUdHu2Q5JRNgXYU5;9
0.408;0.436;-11.497;0.164;0.528;0.0995;0.198;0.0778;76.868;4497994;4;0;3TjdCL5eVn1dujySzeGqBG;20
0.408;0.436;-11.497;0.164;0.528;0.0995;0.198;0.0778;76.868;4497994;4;0;3TjdCL5eVn1dujySzeGqBG;20
0.513;0.393;-13.338;0.0305;0.563;0.894;0.907;0.513;82.616;209025;2;1;230tKtsKM3eigmK2CtssAO;31
0.513;0.393;-13.338;0.0305;0.563;0.894;0.907;0.513;82.616;209025;2;1;230tKtsKM3eigmK2CtssAO;31
0.4;0.553;-9.394;0.0522;0.736;0.365;0.248;0.453;75.926;185889;4;0;6tqAkUVWAjqTzT363IzgCw;20
0.717;0.555;-9.75;0.118;0.231;0.82;0.0997;0.943;95.931;292853;1;1;73CtQ5mEQOarDjZfRdJ454;84
0.717;0.555;-9.75;0.118;0.231;0.82;0.0997;0.943;95.931;292853;1;1;73CtQ5mEQOarDjZfRdJ454;84
0.356;0.469;-8.403;0.121;0.36;0.881;0.396;0.23;85.221;302211;6;0;3RN6IMCkcJr44Xm7tdWWaK;47
0.356;0.469;-8.403;0.121;0.36;0.881;0.396;0.23;85.221;302211;6;0;3RN6IMCkcJr44Xm7tdWWaK;47
0.657;0.562;-12.492;0.0414;0.0236;0.808;0.074;0.106;112.005;444879;1;0;1SEdAxQxJBIREiBhj0OhvI;49
0.108;0.0758;-21.987;0.0428;0.992;0.835;0.167;0.0572;86.124;200733;0;0;16vPO1flx6zlD0T8YTqLH4;72
0.383;0.397;-14.851;0.0462;0.803;0.822;0.164;0.555;84.621;192077;4;0;13PqmoiHO8rzblmaNFHY4g;74
0.288;0.504;-5.181;0.0337;0.0867;0.0;0.271;0.268;131.051;210998;4;0;6xrjiQlZMCDp2sDJhW2v6e;6
0.256;0.274;-8.93;0.0328;0.933;0.0323;0.101;0.0495;169.518;202685;11;1;2eiCaGLfyKV0oLolALR6AZ;36
0.702;0.394;-9.264;0.693;0.839;0.0;0.194;0.575;88.549;43775;10;1;22TRta5R7pxkdUGWmz3Bsu;76
0.525;0.366;-16.488;0.0718;0.958;0.751;0.137;0.0785;179.956;291000;0;1;40UlFC0dIxv7lAEJaPZLnm;38
0.525;0.366;-16.488;0.0718;0.958;0.751;0.137;0.0785;179.956;291000;0;1;40UlFC0dIxv7lAEJaPZLnm;38
0.758;0.455;-9.199;0.12;0.0442;0.493;0.11;0.183;129.976;326240;4;0;0XiHcuUEf1wmvmX1cOaVR9;14
0.758;0.455;-9.199;0.12;0.0442;0.493;0.11;0.183;129.976;326240;4;0;0XiHcuUEf1wmvmX1cOaVR9;14
0.665;0.393;-12.425;0.0265;0.437;0.796;0.116;0.223;92.027;403534;0;1;2ttOFglLynQA0J1B7RhlgX;83
0.627;0.685;-6.617;0.0312;0.0954;0.215;0.0899;0.507;143.98;291120;11;0;6xK8IduLzbk1IQ9ROQ96Sn;2
0.555;0.537;-9.041;0.0314;0.731;0.0524;0.287;0.521;79.239;276360;10;0;28Zg3EXyibO3UEda2WirSV;20
0.598;0.773;-5.682;0.0288;0.0695;2.11e-05;0.113;0.772;99.994;206367;5;0;6B8Rr1blEz5nOCz3CBZBed;16
0.535;0.761;-7.589;0.0373;0.0165;0.114;0.0485;0.248;149.968;347280;11;0;5ps4UKTWmq8xdzt9m8R70k;37
0.499;0.462;-13.214;0.0597;0.0883;0.166;0.107;0.197;175.952;190000;10;0;2z6fCnWMdbs1mYGb0uscjV;6
0.763;0.832;-5.013;0.212;0.43;0.0;0.101;0.638;101.252;249333;6;1;3OAi0Y1MS62b2XA16s8fT0;35
0.688;0.556;-11.811;0.0824;0.171;0.648;0.175;0.276;89.998;383117;6;0;1S8hJOvVbS1ilkwT55VHAd;83
0.898;0.473;-10.183;0.289;0.113;0.0124;0.106;0.713;148.497;235960;6;0;07d2OCyFruyE1tyazXpED0;19
0.79;0.374;-9.576;0.332;0.839;0.864;0.0548;0.325;88.009;254698;6;1;4CjEkkRMMKY2ROy21bFNrc;73
0.657;0.562;-12.492;0.0414;0.0236;0.808;0.074;0.106;112.005;444879;1;0;1SEdAxQxJBIREiBhj0OhvI;49
0.43;0.639;-8.125;0.0401;0.132;0.942;0.196;0.171;151.437;351876;3;0;10lGufP5RmCsUwKDTcPpxs;67
0.43;0.639;-8.125;0.0401;0.132;0.942;0.196;0.171;151.437;351876;3;0;10lGufP5RmCsUwKDTcPpxs;67
0.624;0.571;-12.453;0.0864;0.238;0.861;0.144;0.515;165.053;343973;10;0;1EPmPZ95KZbEPYBnrXosLV;17
0.615;0.361;-14.696;0.0356;0.0548;0.92;0.109;0.398;80.982;282573;6;1;0lcfJc4pG6xnNmrUlZ9232;83
0.43;0.889;-8.382;0.102;0.0066;0.804;0.286;0.281;164.839;394573;1;1;3IIRFqcAthIwk670PebTgZ;75
0.454;0.73;-7.965;0.0446;0.125;0.854;0.32;0.276;156.891;402867;5;1;7EtmFS7M5oVsPGZ3YytFf4;47
0.509;0.898;-7.951;0.0539;0.0441;0.686;0.135;0.542;169.988;263933;1;1;5p9ckBDwH86eMi4LCrIKTA;17
0.558;0.766;-8.857;0.0807;0.0113;0.834;0.0895;0.4;159.98;418747;6;0;4nRsc3NLnYFcmlpWw0zRZn;17
0.603;0.632;-8.881;0.0466;0.00608;0.649;0.11;0.573;170.003;320667;6;0;3yD1shRTOXi7V4evCDxkHx;17
0.746;0.855;-7.097;0.0412;0.216;0.845;0.0882;0.582;125.954;328266;1;0;4OJBmFzo7i8Qa38ExrxwE8;50
0.553;0.659;-9.281;0.0613;0.502;0.859;0.184;0.46;183.815;242800;9;1;0pg2VKzTsBdbxPzcOkReY2;17
0.576;0.681;-9.104;0.028;0.668;0.724;0.174;0.227;145.98;295333;6;1;3ZJXbY868mM6QHIzZz87ue;53
0.418;0.448;-12.583;0.0289;0.293;0.779;0.187;0.257;171.484;620173;0;0;4O6aEPT6CztOCBOaoFxZzN;3
0.682;0.699;-5.816;0.0357;0.0808;0.0227;0.0846;0.831;104.999;218807;9;0;0Cqm4rlGZw9mUyzVAYHiVf;16
0.832;0.659;-7.828;0.057;0.0839;0.00114;0.0753;0.674;100.163;353893;10;0;5CMjjywI0eZMixPeqNd75R;58
0.23;0.26;-11.01;0.0354;0.781;0.729;0.146;0.037;172.531;350978;4;1;3yJobzfeX56y7ZDAY4HQvQ;15
0.703;0.63;-5.134;0.0343;0.0192;0.564;0.0496;0.738;119.964;218960;9;0;6UImFNvc715vI9TylBYDGN;63
0.651;0.424;-6.95;0.0293;0.631;0.835;0.659;0.497;80.005;277507;0;0;1FPx0zQMlGR8CbDZWfDfCQ;31
0.761;0.745;-6.483;0.0691;0.114;0.86;0.137;0.804;165.024;295987;0;0;22rX0q1jRkebWjTwDG9HBS;17
0.775;0.585;-9.516;0.0271;0.0422;0.619;0.077;0.518;109.942;337560;10;0;2cGxRwrMyEAp8dEbuZaVv6;50
0.875;0.475;-12.673;0.0986;0.44;0.72;0.046;0.384;99.958;232667;9;0;7KnSOsvmbc6xeIWVKUXzLd;84
0.644;0.664;-8.398;0.0333;0.0481;0.862;0.342;0.53;124.726;301373;9;1;5bRDSGmwZJsGG7tPN14fDu;27
0.669;0.743;-11.488;0.0494;0.288;0.805;0.309;0.28;119.881;227867;7;1;7cMFjxhbXBpOlais7KMF3j;27
0.893;0.48;-5.493;0.056;0.0903;0.0;0.102;0.968;123.98;202067;9;1;0OFQwUVOYXn4E8scJq0PAc;58
0.594;0.557;-11.903;0.0908;0.349;0.813;0.0468;0.397;179.794;359600;2;0;7l7Z0eHAZ4uoNho7moZlTv;17
0.73;0.427;-10.466;0.0627;0.00681;0.00564;0.161;0.497;82.208;391000;5;0;4OUvfa7eO5jvFMIMOU7MTb;71
0.696;0.56;-10.274;0.0589;0.0573;0.378;0.628;0.528;84.436;372293;1;0;0ActCT5QJRvzsV9gk3M1MG;78
0.497;0.735;-9.009;0.0525;0.00273;0.795;0.0817;0.13;184.003;253187;0;0;2iCpjgVady7308KDPQi6tC;34
0.804;0.699;-5.391;0.0966;0.193;0.00296;0.348;0.75;94.993;230440;2;1;5Aq8wrkmQXnu8ia5akvf91;40
0.634;0.892;-7.926;0.0289;0.0864;0.437;0.213;0.572;104.983;422827;4;1;1bne4gsJshCv77LeKqQb1A;27
0.727;0.708;-8.015;0.0512;0.439;0.762;0.13;0.639;133.387;354000;5;0;4YMduaqRcE6CdwlODbStIQ;63
0.61;0.63;-7.303;0.0332;0.152;0.878;0.112;0.654;168.002;541027;0;1;2D94mRmIn7VAuPjAdCiM5h;17
0.165;0.586;-7.304;0.0442;0.262;0.839;0.18;0.0675;204.186;316200;3;0;4DGPON9kch3YXAzVsozF8R;3
0.46;0.385;-9.084;0.0271;0.512;0.3;0.13;0.299;88.963;264200;10;0;1RzMQWukn4mWJHHLdHF6Yj;20
0.183;0.85;-9.809;0.0384;0.00653;0.938;0.304;0.223;165.923;219880;1;1;24ylIO48nRsdaONlM8l2HF;47
0.616;0.035;-25.836;0.0432;0.996;0.939;0.0835;0.643;147.712;90000;9;1;1tinoQpYXzpZDrb0BjK1e7;52
0.251;0.0771;-24.893;0.0383;0.931;0.947;0.101;0.232;141.715;180000;4;0;1kKaRzjW8OiGLriIdpXHT1;51
0.439;0.692;-7.737;0.045;0.483;0.000198;0.0647;0.549;119.987;297147;9;0;4YmK9o9o7Z9avSN9AZ5IP6;28
0.608;0.229;-16.117;0.0304;0.968;0.922;0.0868;0.116;137.106;297053;3;0;3mXib2Nf6HGzo0Htv1redF;52
0.545;0.698;-10.574;0.0369;0.0285;0.461;0.133;0.488;86.978;222920;10;0;7BKivhJFeHE8WGXrximyss;69
0.652;0.581;-8.511;0.0353;0.337;0.000101;0.0857;0.456;139.982;228004;9;1;4FXj4ZKMO2dSkqiAhV7L8t;2
0.642;0.756;-5.526;0.0617;0.305;0.252;0.0825;0.525;120.016;264040;9;0;3SSmBUtCGT70MeDsTJWIUy;2
0.433;0.358;-12.284;0.031;0.747;0.514;0.0689;0.0426;104.972;220373;6;1;01etzQv4bFBeE6E99a6xvc;57
0.247;0.195;-19.086;0.0322;0.943;0.904;0.163;0.165;78.754;300547;9;0;3IKiNuyOCj1lDYjGbFK5UC;54
0.2;0.173;-17.089;0.04;0.975;0.906;0.107;0.0444;127.88;205533;0;1;3omvQskaEBc5S1921L5BBA;51
0.433;0.358;-12.284;0.031;0.747;0.514;0.0689;0.0426;104.972;220373;6;1;01etzQv4bFBeE6E99a6xvc;57
0.584;0.493;-10.079;0.0283;0.00485;0.507;0.106;0.293;128.009;380051;10;0;6nI1qWkwd3KF3q6RFbmL0B;48
0.619;0.561;-5.351;0.0494;0.0087;6.74e-05;0.304;0.285;90.36;336813;5;0;4omO3Xwm4REEK5HGT6e6yY;56
0.619;0.561;-5.351;0.0494;0.0087;6.74e-05;0.304;0.285;90.36;336813;5;0;4omO3Xwm4REEK5HGT6e6yY;56
0.765;0.796;-3.978;0.0541;0.0138;0.981;0.0714;0.688;93.381;268027;9;0;3n4cCOBMqolImjZXPwWg1f;63
0.567;0.0795;-19.755;0.0529;0.885;0.585;0.0999;0.239;132.607;141067;0;1;3MRN6jyUxfffTdOEaHwDOE;52
0.0992;0.012;-29.215;0.0407;0.977;0.963;0.0972;0.0342;89.717;530800;3;0;7ocJPvoS4xnFcaFc4B3AJj;10
0.0748;0.523;-8.069;0.0354;0.782;0.866;0.0886;0.0383;74.195;255336;4;1;11n8LudggXuZXmldSlAadR;54
0.619;0.318;-15.88;0.0401;0.634;0.879;0.118;0.201;150.367;376733;1;1;0BSJ1iQEmGibLCPMHGtdo7;38
0.136;0.313;-9.945;0.0324;0.221;0.892;0.11;0.0356;174.008;238724;5;1;2DhT22DtGdRKULjuScdht0;3
0.192;0.289;-17.759;0.0355;0.907;0.979;0.104;0.0385;98.183;260599;5;1;22leaCoVe7HHcSwHt7nARM;54
0.363;0.32;-9.225;0.0306;0.161;0.672;0.081;0.0898;134.972;457227;9;1;3ofrLJrQjMPuEBQddeAbZn;48
0.556;0.0612;-24.556;0.0444;0.96;0.903;0.0694;0.184;150.09;374465;6;1;0itMKInovica9ugQZRTx5p;52
0.58;0.609;-10.55;0.0281;0.798;0.921;0.0716;0.359;108.989;144693;7;1;2hDCvEvzsi7BHPvoJZhW69;53
0.459;0.411;-12.072;0.0318;0.874;0.808;0.683;0.0718;133.841;347960;0;1;4NearA5kPrSQgzSWGYKy4E;31
0.247;0.195;-19.086;0.0322;0.943;0.904;0.163;0.165;78.754;300547;9;0;3IKiNuyOCj1lDYjGbFK5UC;54
0.52;0.284;-18.18;0.0311;0.92;0.913;0.0717;0.0495;87.986;290440;4;1;2mRiYprn1Ia7kVevhMvuRG;1
0.295;0.33;-14.48;0.037;0.696;0.975;0.101;0.0377;113.977;352000;1;1;3moyHd5qiUXhdPPwgG0CG0;57
0.19;0.576;-8.744;0.0299;0.418;0.86;0.11;0.0923;180.839;261155;11;0;6mInCiYvOXj9jKXJKKMUTG;3
0.58;0.609;-10.55;0.0281;0.798;0.921;0.0716;0.359;108.989;144693;7;1;2hDCvEvzsi7BHPvoJZhW69;53
0.543;0.213;-10.77;0.0305;0.937;0.6;0.197;0.0792;119.903;347000;7;1;2wwsFlu9Pa5igdLH5OQnB1;57
0.621;0.325;-12.248;0.0333;0.571;0.948;0.344;0.405;99.991;156000;2;1;4zpv87StJeDtgmtTtQwMTs;53
0.181;0.245;-12.333;0.0389;0.779;0.899;0.0681;0.0366;109.007;287521;1;1;4YEKwC3ipNg9LdR02OL8h2;54
0.496;0.0936;-22.248;0.0359;0.43;0.94;0.0997;0.0308;120.116;248125;1;0;0OF6WSdeVmYEGBZlxvwvLq;52
0.0654;0.161;-17.475;0.0407;0.919;0.908;0.113;0.0339;64.085;360147;7;0;0Dv3M0Ck4n9anoPu1VQ5fU;72
0.432;0.137;-16.498;0.0412;0.965;0.905;0.112;0.109;83.141;209387;10;0;0FeB1pJvzh2BNDYco2RF6k;1
0.727;0.708;-8.015;0.0512;0.439;0.762;0.13;0.639;133.387;354000;5;0;4YMduaqRcE6CdwlODbStIQ;63
0.366;0.534;-14.792;0.071;0.798;0.865;0.119;0.255;191.878;200000;10;0;3bN8byy7pWXfKpu1j71mjY;38
0.645;0.548;-13.069;0.0326;0.00745;0.286;0.0904;0.649;144.972;120000;6;1;7wH0vUBLzAB3wsZ1Axq98W;2
0.804;0.337;-12.624;0.199;0.443;0.00295;0.111;0.581;106.019;245634;0;0;6YPgPnKpr6lHIdpD9snge1;45
0.818;0.443;-11.339;0.0488;0.843;0.925;0.0977;0.298;89.999;213343;9;0;7uV5aUJ0TnKklP69iDgLCQ;1
0.443;0.0506;-23.692;0.0407;0.995;0.928;0.182;0.217;153.025;134602;7;0;4Pzqnuo4Gn66FqoWB29ZT8;60
0.513;0.336;-10.476;0.0397;0.946;0.666;0.115;0.227;80.003;174000;2;0;1SHfaj9u98Hnalh3Sr80ZD;1
0.253;0.651;-5.36;0.0389;0.00902;0.724;0.0541;0.182;111.894;149827;2;1;6EapfEboY2MwbLwqjn4CnU;8
0.606;0.448;-10.964;0.0413;0.0394;0.888;0.173;0.138;119.959;144000;10;0;7r502kt3KYC6d2NPzBzvBa;48
0.606;0.947;-9.48;0.0643;0.00315;0.946;0.093;0.355;181.955;150625;4;0;48p6Htea7tGnuUcRPOcK7U;34
0.565;0.576;-12.592;0.0294;0.277;0.871;0.0932;0.0972;117.0;203507;9;0;2fnovdkrP33dRMtJQ0O41c;48
0.47;0.279;-14.741;0.0443;0.991;0.87;0.0909;0.39;98.719;211021;5;1;2CRWG8hTIV0b5kSWMTVMU0;1
0.385;0.73;-11.878;0.0527;0.359;0.438;0.0594;0.183;63.654;70134;5;0;3J2qaNsC9xdIOG8SvIRUPt;8
0.708;0.923;-5.707;0.089;0.121;0.674;0.239;0.894;115.497;218841;5;1;1lurIhu0LnHjFRKjUsvASZ;63
0.571;0.909;-6.274;0.0372;0.00396;0.625;0.0808;0.27;100.008;307141;1;1;758QEUo7s4x4GRUrwqtnF0;8
0.431;0.537;-9.549;0.0431;0.00624;0.00426;0.289;0.658;98.738;296471;8;0;6EZUlosG4xMEOwCP1CALpr;28
0.668;0.816;-6.922;0.0603;4.79e-05;0.533;0.328;0.699;135.018;210200;1;1;4Tz223tXGydFjZPMPVc5VP;27
0.749;0.74;-6.246;0.0604;0.00689;0.537;0.321;0.221;105.024;249714;2;1;62V1AjJsa3MypiH0xpLTn2;56
0.665;0.35;-10.313;0.0273;0.183;0.177;0.136;0.696;107.021;158131;5;1;4Oc8N8HsVwd0L1tZwaiuME;28
0.366;0.335;-8.436;0.0341;0.921;0.804;0.155;0.236;98.965;355000;3;1;6CcklR4JRbNdShv3k9FpAp;53
0.771;0.29;-10.579;0.0873;0.089;0.903;0.121;0.127;81.045;216440;7;1;1kso4ftbucCeUK4F4q7Nsk;83
0.667;0.299;-8.98;0.0392;0.751;0.839;0.204;0.382;90.016;322373;7;0;1sVPnm3MQqQGaCUH1OO8NV;53
0.648;0.611;-9.852;0.0425;0.631;0.837;0.0819;0.43;118.997;210933;3;0;6AeYJgfupThpUZ3HGtnbiI;53
0.382;0.447;-12.387;0.028;0.393;0.847;0.0848;0.313;114.489;613747;1;1;2hIQXijVzbLaHVbHnCO0j3;48
0.646;0.879;-8.556;0.0557;0.225;0.898;0.345;0.107;88.013;269627;7;0;0q6RzI7S3FeQ7AZZzfnP3M;47
0.227;0.542;-10.469;0.0476;0.0298;0.239;0.121;0.187;78.636;288267;8;0;4YEF0rgt6rIhjQefIkJWTX;69
0.668;0.528;-10.047;0.0348;0.115;0.864;0.312;0.711;99.404;253600;11;0;41HHlHckAtWfxvDEHUXrkN;27
0.499;0.47;-10.484;0.0672;0.432;0.954;0.329;0.276;145.116;296760;6;0;2phNLvZAMBfxX9d7VzhmQV;53
0.564;0.547;-11.107;0.0302;0.0711;0.861;0.114;0.297;132.935;256707;11;0;4XxbBFfKlXY2E5PN3dHAfz;48
0.4;0.418;-11.24;0.0315;0.526;0.736;0.0921;0.0386;126.82;295213;5;1;1VBpDtmAGkpelWl3fedJIR;48
0.706;0.861;-9.183;0.0488;0.219;0.489;0.0895;0.759;125.015;316187;6;0;0ILF7u5X1IZLLFdoPKXNsA;63
0.524;0.374;-10.864;0.0278;0.766;0.167;0.0983;0.209;140.036;361333;11;1;26SnsqoC9NOm5B9dJ9dbeV;36
0.717;0.349;-9.032;0.0614;0.697;0.179;0.0363;0.534;129.998;218733;7;1;3PLOqzqN6hKdxyUZ5Yv4va;12
0.731;0.594;-6.459;0.0838;0.432;0.000248;0.122;0.255;139.994;204000;5;1;60xSJsLiMlu8seL7axdKGy;14
0.638;0.415;-8.677;0.0508;0.454;0.00172;0.27;0.247;137.83;325500;11;0;0mLLZy4YPWVLieAAQVaDtu;6
0.859;0.499;-9.138;0.0829;0.458;0.0;0.142;0.37;100.65;227664;2;1;1uhStlEoByKaUc3w92mRyx;71
0.776;0.956;-2.964;0.073;0.169;0.795;0.903;0.929;150.988;165819;6;1;205ReiW26kS1pcoqUNpEzi;78
0.74;0.183;-21.51;0.0915;0.886;0.898;0.103;0.264;84.996;117176;1;0;5onZKr0VdpsQBv6bPmY4Xi;1
0.767;0.21;-15.85;0.311;0.961;0.911;0.0994;0.297;80.003;132750;5;0;3Bt3ARiqE55W8rqRmpnsid;1
0.872;0.0681;-15.973;0.0775;0.769;0.681;0.133;0.585;79.968;96008;0;0;7K9reZ8tI5laNChnBa8AaP;74
0.639;0.396;-11.593;0.0433;0.875;0.938;0.114;0.198;150.152;104000;4;0;5Tzgq0nzRjgpLxm5LlFQzc;38
0.545;0.232;-20.769;0.0563;0.955;0.925;0.108;0.15;172.068;103256;0;0;0MnD0cH2g0h4WPFddCHh6R;60
0.425;0.16;-16.383;0.057;0.791;0.929;0.107;0.325;79.842;123000;0;1;5rn0vdW4ngB8xa7fWb8bZX;1
0.622;0.288;-11.267;0.041;0.877;0.948;0.0826;0.398;79.972;120448;2;1;0vMZrX9RZ8yEqaNIjUmV7y;1
0.707;0.143;-16.924;0.0647;0.926;0.845;0.13;0.298;146.114;96164;10;0;1PSQRsWQbg3IQ2iDGGpvv7;38
0.628;0.0905;-18.684;0.0713;0.839;0.839;0.0944;0.193;77.024;104416;6;0;6fbzjb3lYYx4T2OFMblLno;1
0.696;0.178;-11.514;0.0413;0.488;0.858;0.0972;0.301;75.029;120008;0;0;4wnSfPlXbBOEyP8RdIgJDE;1
0.537;0.192;-20.76;0.0536;0.917;0.924;0.112;0.126;75.041;106400;1;1;6yS3olydTbyDmPtZOB8r4t;1
0.63;0.301;-13.446;0.109;0.912;0.914;0.108;0.252;79.998;87000;5;0;6ob1WgA8Sf8F7QDuhlHy6I;1
0.726;0.119;-18.4;0.141;0.939;0.814;0.0928;0.592;78.084;101538;0;1;0Rgtmi66PhsojeMwLrAVHm;74
0.517;0.164;-15.457;0.0298;0.942;0.901;0.107;0.0646;80.812;117000;11;1;4EK9o8HzfRby6ZQrA4msiE;1
0.535;0.287;-9.992;0.0359;0.882;0.901;0.106;0.0787;79.979;141187;5;0;3sEDpu7ZcVYDGNbOV6eblc;1
0.673;0.199;-16.238;0.0401;0.938;0.927;0.116;0.117;75.002;89600;0;1;4Pl8fQMmM8gxVJnCqae0pt;1
0.69;0.236;-18.456;0.052;0.916;0.883;0.0928;0.409;74.957;104000;2;0;5v4duqz76CMg9eFOfZxGtI;1
0.56;0.0826;-16.714;0.029;0.875;0.946;0.114;0.336;79.932;100500;0;1;2hEoYEhj30sFqI4mAGzMhc;1
0.617;0.125;-20.591;0.0521;0.954;0.919;0.126;0.0384;80.004;88500;3;1;6awOrWqYDwOly9gQZKatjD;1
0.625;0.103;-21.247;0.0507;0.935;0.929;0.112;0.163;149.905;105600;0;1;7x285ff4gHMIUAmmvldfEX;52
0.882;0.493;-9.642;0.189;0.0508;0.862;0.12;0.761;138.111;128696;9;1;5GAJr1LnvKuEufHndgLR3o;63
0.73;0.251;-10.276;0.0467;0.885;0.931;0.112;0.366;80.145;108000;0;0;5xotw7a10pSSXepSBigkig;1
